Authors	Title	Citation	DOI	Year	Month	0	1	2	3	Score	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	First_Author	Last_author	Duration in Career	Highest Degree Obtained	Degree Area	Publication Rate	Other Journals Published in	University_name	Type	Established	Academic_staff	Students	No_in_lab	Country	Latitude	Longitude	Campus	world_rank	teaching	international	research	citations	income	student_staff_ratio	international_students	female_male_ratio	pop_density_map.png	privacy_map.jpg	english_language_map.png	Grover identified falsification
Sarah Armstrong	Effects of ethanol on monosodium urate crystal-induced inflammation	J. Clin. Microbiol. 2004, 42(2):665	10.1016/j.cyto.2008.06.003	2010	05-May					4	duplicated gel panels, exact duplicate	1	03-07-2017				1	Ellen J. Beswick	Vernonica E. Franklin-Tong	35	DDS	molecular biology	4.066	pathobiology	University of Michigan, Dearborn	Governmental organization		11502	42559	12.11352133	Lebanon	35.303556	-116.32667	Suburban	701	30.5		27.9	27.2	40.9			36 : 64	0	3	4	Fake
Jeffrey Nicholson	Baicalein Reduces the Invasion of Glioma Cells via Reducing the Activity of p38 Signaling Pathway	Nature. 1998 Jan 1;391(6662):96-9.	10.1128/IAI.00539-13	2013	02-Feb					5	Multiple cases of duplicated bands within same blot panel	1	9/30/2014				1	Noritoshi Kitamoto	Ana Mendez	7	BSc	Neuroscience	1.2	PloS One	Thammasat University	Private	1782	2264	38771	10.726257	Brazil	-31.775833	122.258889	College Town	276	51.7		96.2		40.5			2.609722222	3	3	2	Fake
Jessica Henry MD	STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway and plays a role in U937 cells production of interleukin-6	PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92066	10.1002/ijc.28032	1998	JCM					7	Overlapping microscopy images, multiple times	1	05-12-2016				1	Timothy A. Chan	many others	41	PhD	Neuroscience	0.375	PloS Genetics	China Medical University (PRC)		1308	5240	31829	15.1011524	Taiwan	-37.218056	118.445278	Urban	50	32.8				96.2		0.17	34 : 66	2	1	2	Fake
Michael Wood	Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes	Cytokine 46 (2009) 96Ð99	10.1371/journal.pone.0086342	1999						2	duplication of whole blot?	1	5/23/2016				1	Shidong Jia	Masafumi Yamamoto	30	BSc	biochemistry	0.4857143	cancer research	American University of Beirut	Medical	1918	17022	1300	9.79327977	Slovenia	-44.974722	143.173183	Urban	65		38.6	19.4		40.9			2.445833333	3	2	2	Fake
Dalton Carlson	Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin	Microbiol Immunol 2010; 54: 564Ð567	10.1371/journal.pone.0090318	2012	01-Jan					3	duplicated/reused actin blot panels	1	09-03-2014				1	Whitney M. Amyot	X.F. Steven Zheng	5	BSc	Medicine	0.2916667	PloS	Korea University College of Medicine	Public	1967	1200	18334	5.73168547	South Korea	-52.205278	-12.386111	Urban	161					28	14.5		2.281944444	1	0	1	Fake
Heather Cruz	Mutation of the Diamond-Blackfan Anemia Gene Rps7 in Mouse Results in Morphological and Neuroanatomical Phenotypes	Cytokine 37 (2007) 227Ð235	10.1016/j.cyto.2008.12.013	2009	06-Jun					7	Duplicated gel panels	1	1/14/2016				1	Jiale Ma	Ji-Long Chen	4	BSc	immunohematology	1.388	Hormone and Metabolic Research	Chonnam National University	National	1967	1088	30000	0	South Korea	-42.335	-0.1172222		75					49.6			1.913194444	0	2	2	Fake
Alexander Jenkins	The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation	PLOS Pathogens, January 2013 | Volume 9 | Issue 1 | e1003114	10.1371/journal.pone.0092626	1999	mBio					4	Duplicated FACS panel, gated differently	1	12-02-2012				1	Maria de Lujan Alvarez	Eun-Cheol Kim	13	DDS	theoretical physics	17.15	Molecular biology	University of Vermont		1842	781	40036	30.7564356		-37.428333	76.6202778	Urban	74		39.5			90.8				5	2	0	Fake
Raymond Acevedo	Downregulation of MDR1 Gene by Cepharanthine Hydrochloride Is Related to the Activation of c-Jun/JNK in K562/ADR Cells	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1263-1270, 2013	10.1371/journal.ppat.1004059	1998	06-Jun					4	Rotated microscopy images	1	10/23/2014				1	Hong-Xia Wang	Bin Huang	2	PhD	biotechnology	1.33	bacteriology	Massachusetts Institute of Technology	Public	1834	1874	30698	24.2206517	Netherlands	34.9191667	-28.696111	Rural		92.5	14.1			40.3			36 : 64	0	2	1	Fake
Scott Davis	Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus	Lung Cancer 63 (2009) 227Ð234	10.3892/ijo.2013.1761	2007	02-Feb					5	duplicated, stretched blot panels with duplicated area within blot	1	10/15/2015				1	Miti Jearaphunt	Zongfang Li	50	DDS	biotechnology	4.066	cancer biology	University of Southern California	Medical	1973	11357	36000	10.3152926	Israel	-31.797222	81.0252778	College Town	5	31.9							2.077083333	5	3	0	Fake
Amy Wilson	Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE)	Infect. Immun. Feb. 2011, p. 895Ð904 Vol. 79, No. 2	10.1371/journal.ppat.1004059	2009	IAI					2	duplicated FACS plots, one pair exact, other possibly altered, duplicated blot panels, flipped	1	12-01-2016				1	Kang Fang	Hugo J. Bellen	50	BSc	Tumor Immunology	1.9285	cell culture	University of Bath	Public	1864	5803	1547	24	Malaysia	-36.628889	100.490833	Suburban	226	21	91.4			56.2			2.036111111	2	0	4	Fake
Joseph Johnson	Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla	Cytokine 56 (2011) 573Ð580	10.1038/nature12878	2011	02-Feb				1	7	Overlapping microscopy, duplicated bands within blots	1	10-01-2014				1	Scarlett R Holdsworth	Xiao-Heng Liu	19	PhD	biomedicine	3.096	satellite image processing	Guangdong Medical College	Private	1614	2264	13380	8.66666667	Taiwan	-32.111667	77.4291667	College Town	90		34.5		64.8	49.1	14.5		1.913194444	1	3	1	Fake
Dr. Erik Blankenship DDS	Characterization of a Large Outbreak by CTX-M-1-Producing Klebsiella pneumoniae and Mechanisms Leading to In Vivo Carbapenem Resistance Development	Lung Cancer 63 (2009) 227Ð234	10.1128/IAI.73.3.1754Ð1763.2005	2003	07-Jul					2	multiple duplications of negative blot strips	1	9/30/2014				1	Yong-Duk Park	Golla Ramalinga Reddy	31	PhD	disease	6.095238095	Cancer Research	Taichung Veterans General Hospital	National	1911	425	38762	16.5018226	UK	-35.7125	2.32805556	Rural	32					42.9	18.3		36 : 64	5	0	4	Fake
Charles Alexander	Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the agr Operon but Not the VirS/VirR Two-Component Regulatory System	Oncogene (2014), 1Ð13	10.1186/bcr3128	2011	05-May					2		1	05-06-2015				1	EUN YOUNG GIL	many others	31	MD	evolutionary biology	1.17	molecular microbiology	Universiti Teknologi MARA		1883	4016	30080	12.11352133	Mexico	-41.386667	73.1238889		451					30.3	8.6		0.68402778	5	3	2	Fake
Katherine Moreno	A Comparative Study for the Evaluation of Two Doses of Ellagic Acid on Hepatic Drug Metabolizing and Antioxidant Enzymes in the Rat	Int. J. Cancer: 133, 2650Ð2661 (2013)	10.1111/j.1348-0421.2005.tb03723.x	1996	10.1016/j.lungcan.2011.01.012					2	Duplicated blot panels	1	03-03-2016				1	Ping Chen	Mahfuzur R. Sarker	15	BS	Cell Biology	2.96	Zeitschrift für Gastroenterologie	Stony Brook University	Medical		5583	600	9.36294834	Italy	-30.263611	-14.414167		174					43.1			39 : 61	5	2	1	Fake
John Ford	Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis	J. Clin. Microbiol. 2006, 44(8):2831	10.1016/j.cyto.2003.11.014	2006	03-Mar					7	Duplicated parts of lanes to make 2 negative lanes	1	11/15/2015				1	Samithamby Jeyaseelan	Hwei-Tien Huang	7	BS	materials physics	1.3333	pathology	University of Sao Paulo	Governmental organization	1900	4016	600	9.4	Iran	-23.186111	-35.241944	Suburban	19		47.5			40.3	12.9		33 : 67	5	2	1	Fake
David Jones	STAT1 and STAT3 phosphorylation by porins are independent of JAKs but are dependent on MAPK pathway and plays a role in U937 cells production of interleukin-6	PLOS Pathogens, June 2013 | Volume 9 | Issue 6 | e1003445	10.1038/34214	2007						7	duplicated blot strips, slightly shifted	1	03-03-2016				1	Shun-Dong Dai	Krzysztof Flis	18	MD, PhD	Tumor Immunology	31.8823	virology	Banaras Hindu University	Governmental organization	1957	2206	36300	18.48246242	Sweden	-35.969444	-139.40889	Urban	127	20				40.5		0.13	33 : 67	2	2	1	Fake
Alexander Harris	IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells	Infect. Immun. Feb. 2003, p. 948Ð955 Vol. 71, No. 2	10.1371/journal.ppat.1004059	2009	mBio					5	Duplicated microscopy, possible duplicated lanes in same blot	1	07-07-2014				1	Henry E. Cerny	En-Hua Wang	16	BS	Cytokinetics	4.2	cell culture	Lomonosov Moscow State University	Governmental organization	1742	1520	40036	8.39822161	Canada	-55.871944	-116.415	Urban	25		56.4		16.1	99.4	13.4		2.118055556	3	3	4	Fake
Alex Pacheco	Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ÔÔsix-mixÕÕ amphiboles and subsequent activation of BEAS-2B cells	J. Clin. Microbiol. 2009, 47(6):1712. DOI: 10.1128/JCM.00001-09	10.1126/science.1176709	2008	01-Jan					4	Duplicated agarose gel panels	1	7/20/2015				1	Anahita Rahmani	En-Hua Wang	33	PhD	cell biology	1.3333	Autoantibodies	Stony Brook University	Medical	1868	2547	35364	23.7743468	Malaysia	-36.628889	79.395	Suburban	14					31.7		0.09	2.527777778	2	0	2	Fake
James Sanford	Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3	Cytokine 35 (2006) 67Ð76	10.1371/journal.pone.0103868	2009	06-Jun					4	Duplicated and mirrored blot	1	10/23/2014				1	Ya-min Zhang	Gi-eun Rhie	22	BSc	Civil and Environemtal Engineering	10.333	Cancer research	University of Aberdeen	National	1846	1200	21088	10.966199	India	-30.633056	-127.07639	College Town	167	38.7				42.7			1.995138889	1	3	4	Fake
Shane Brown	Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion	Cancer Cell 23, 489Ð501, April 15, 2013	10.1155/2014/164391	1999	JCM					7	Duplicated blot panel within other panel	1	11/17/2016				1	Zhiqiang Wang	Tanja Dominko	10	DDS	Forensic Medicine	3.9	PloS pathogens	Wonkwang University	National	1869	4707	12597	11.7183333	Ireland	-34.247222	-116.35472	Suburban	16			46	80.2	32.3			37 : 63	2	1	1	Fake
Alyssa Dalton	Curcumin Modulates the Inflammatory Response and Inhibits Subsequent Fibrosis in a Mouse Model of Viral- induced Acute Respiratory Distress Syndrome	BioMed Research International, Volume 2013, Article ID 582526	10.1371/journal.pone.0086342	2004	mBio					3	Multiple, multiple cases of duplicated lanes within blots/gels	1	03-09-2016				1	Xudong Shi	S.K. Maheswaran	5	BS	human genetics	0.1428	cancer cells	Tehran University of Medical Sciences	National	1863	3133	14035	11.7183333	United States	-35.176389	-12.095	Suburban	161	69.8			16.1	42.7	6.4		2.404861111	3	0	4	Fake
Jonathan Scott	FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augments Their Neovascularization Capacities in Ischemic Limbs	PLOS Pathogens,  June 2014 | Volume 10 | Issue 6 | e1004195	10.1128/IAI.00805-10	2009	08-Aug					5	Rotated microscopy image, authors replied on PP	1	5/19/2016				1	Luke Martin McCaffrey	MASAHIRO URADE	25	BS	Pathology and Medical Biology	1.1428	Diabetes	SUNY Upstate Medical University	Public	1875	1612	826	0.01605024	Singapore	-39.98972222	77.35388	Urban	47	76.8				96.2		0.01	39 : 61	3	0	0	Fake
Randy Taylor	S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression	Science 321, 1357 (2008)	10.1016/j.cyto.2005.12.007	2009	07-Jul					3	Two sets of duplicated blot panels, one rotated	1	07-08-2015				1	Ying-Yi Chen	Andrew D. Chalmers	25	BS	Biology	3.9	nature	Guangdong Medical College	Governmental organization	1867	6771	30698	11.0494107	Canada	-31.775833	4.2875	Urban	376	37				95.4	23.8	0.12	1.913194444	2	2	0	Fake
Sara Chavez	A Critical Role for Notch Signaling in the Formation of Cholangiocellular Carcinomas	Journal of Autoimmunity 28 (2007) 99-113	10.1371/journal.ppat.1003114	1999	05-May					2	Duplicated blot strips	1	07-07-2014				1	Li Han	Elke Roeb	27	DDS	Dentistry	1.5416	International Journal of Molecular Sciences	Case Western Reserve University	Flagship	1855	4036	33506	10.264435	Turkey	-53.380833	-138.60917	Suburban	193					30			1.749305556	5	2	0	Fake
Jennifer Bishop	Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis	Science 321, 1357 (2008)	10.3892/ijo.2012.1470	2005	04-Apr					4	Multiple cases of overlapping microscopy panels	1	12-02-2014				1	Jing Hu	Brendan H. L. Lee	24	BS	Computer Science	1.9	Heart Vessels	University of Michigan School of Dentistry	Flagship	1911	1814	14775	30.7564356	Czech Republic	-52.205278	-37.528611	Rural	376		53			92.4		0.26	1.995138889	0	0	1	Fake
Andrea Foster	Stac3 Inhibits Myoblast Differentiation into Myotubes	Lung Cancer 67 (2010) 205Ð215	10.1186/bcr3200	2014	IAI					3	Reused lanes, possibly duplicated lanes	1	5/19/2016				1	Michelle Khai Khun Yap	Wei Xiao	10	MD, PhD	Oral Health Sciences	1.1428	Molecular Immunology	University of California San Francisco			1397	11874	16.5438876	Lebanon	-31.848611	87.6	Suburban	19	29				32.3			2.445833333	1	0	4	Fake
Ruth Brown	Baicalein Reduces the Invasion of Glioma Cells via Reducing the Activity of p38 Signaling Pathway	PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92066	10.1016/j.cyto.2009.11.020	2000	JCM					2	Multiple cases of duplicated bands within same blot panel	1	4/21/2016				1	Taku Inokuchi	Nemani V. Prasadarao	25	MD, PhD	evolutionary biology	0.66	genetics	Obihiro University of Agriculture and Veterinary Medicine	Governmental organization			22579	10.966199	Taiwan	-40.444444	-14.414167	College Town	174	33.2	42.8		80.1	42.7			1.83125	5	3	4	Fake
Tammy Hawkins	Drosophila Mgr, a Prefoldin subunit cooperating with von Hippel Lindau to regulate tubulin stability	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578	10.1186/bcr3128	2001	07-Jul					4	Duplicated panel, different exposure?	1	09-05-2014				1	Lei-Chin Chen	Ugra S. Singh	9	MD	MicroBiology	1.6	Leveraging Applications of Formal Methods, Verification and Validation	University College London	Graduate	1607	4900	76006	6.7939743	England	42.875992	-83.738056	Rural	38			72.4		39.3			39 : 61	1	1	4	Fake
Michelle Cook	S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression	Infect. Immun. Feb. 2011, p. 895Ð904 Vol. 79, No. 2	10.1371/journal.ppat.1004195	2000	05-May					4	Duplicated lanes with blot panel	1	08-07-2014				1	Kyoung Sik Park (only one author)	Aij-Lie Kwan	15	DDS	Animal Science	2.7	Analytical Chemistry	University of Glasgow		1742	3741	76006	10.3152926	Iran	35.303556	79.9613889	Rural	551			23.4		56.7	18.2	0.12	2.118055556	2	2	1	Fake
Greg Perez	Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice	PLOS Pathogens 2014, April 2014 | Volume 10 | Issue 4 | e1004059, doi:10.1371/journal.ppat.1004059	10.1128/IAI.73.3.1754Ð1763.2005	2001	JCM					2	Duplicated lanes within different panels - but representing same conditions	1	05-12-2016				1	Verity G. Kew	Chiao-Wen Lin	19	BSc	BioChemistry	0.3142857	PLoS One	Anhui Medical University	Public		3925	40494	31.25	Spain	39.91151	143.173183		276	49.4				89.4			1.913194444	2	2	1	Fake
Kimberly Perry	Physical characterisation of Tenacibaculum maritimum for vaccine development	Lung Cancer 63 (2009) 227Ð234	10.1186/gb-2013-14-10-r121	2004						7	Duplicated western blots	1	10/13/2016				1	Chung-ming Chu	Silvano Bosari	24	MD, PhD	evolutionary biology	2.1	pathobiology	University of Texas Medical Branch	Private	1820	372	23228	18.4719784	France	-53.380833	-14.503889		19	43	94.4			32.1	18		2.118055556	5	0	1	Fake
Kathryn Hernandez	TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2	BMC Microbiology 2013, 13:113	10.1371/journal.pone.0053940	2003	10.1016/j.lungcan.2011.01.012					7	duplicated, and stretched blot	1	04-12-2017				1	Nabilatul Hani Mohd-Radzman	Nemani V. Prasadarao	26	PhD	MicroBiology	0.8181	internal medicine	Kyung Hee University		1896	5732	41180	0.21044586	Argentina	-39.6522222	99.1294444		65					36		0.3	1.749305556	0	1	1	Fake
Joshua Riley	The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague Virulence__	Journal of Autoimmunity 27 (2006) 38-49	10.1155/2013/308130	1996	mBio			1		7	Multiple, multiple cases of duplicated lanes within blots/gels	1	11/25/2014				1	Sarine Markossian	Kenneth L. Bost	8	BSc	human genetics	0.4285	cancer cells	Hyogo College of Medicine	Graduate	1861	2270	77500	6.235813	France	-53.392222	90.2647222	Rural	4		63.9			45.1	15.8		1.749305556	5	2	1	Fake
Shannon Craig	Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3	Cancer Cell 26, 754Ð769, November 10, 2014	10.1371/journal.pone.0068296	2005						3	Duplicated lanes within same blot	1	02-01-2016				1	Takaharu Nakayoshi	Tsutomu Imaizumi	33	PhD	Urology	0.3555556	microbiology	University of Malaya	Public	1880	7317	23000	24.2206517	Thailand	53.565278	-29.101667	Rural	450	41.6		38.1		48			38 : 62	1	0	0	Fake
Mark Mcdowell	Genotyping and Phenotyping of Beta2-Toxigenic Clostridium perfringens Fecal Isolates Associated with Gastrointestinal Diseases in Piglets	Lung Cancer 67 (2010) 205Ð215	10.1111/j.1462-2920.2008.01842.x	2001	06-Jun					3	Duplicated 0h microscopy images	1	7/25/2016				1	Laura W. Schrum	Brendan H. L. Lee	31	MD, PhD	BioChemistry	1.833	Genetics	Taichung Veterans General Hospital		1928	1074	26732	11.7183333	Germany	-37.541944	97.0733333	College Town	326		22.6	7.7		34.1			2.118055556	5	1	2	Fake
Matthew King	The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro	PLOS ONE, August 2013 | Volume 8 | Issue 8 | e71127	10.1016/j.lungcan.2006.06.006	2001						3	Duplicated, and stretched microscopy images, multiple cases	1	08-07-2014				1	Zhongpu Chen	Jinsong Liu	13	MD, PhD	Anesthesiology	1.388	PLoS One	Uppsala University	Governmental organization	1451	7310	59000	0.71985059	India	23.5597222	-127.07639	College Town			53.2		92.3	32.4			2.814583333	2	1	2	Fake
Mary Stevens	Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy	Infection and Immunity 73: Feb. 2003, p. 766Ð773	10.1016/j.cyto.2008.06.007	2012	03-Mar					4	part of blot panel reused to represent different protein	1	12-01-2016				1	Kelei Zhao	Tanja Dominko	27	DDS	biomedicine	4.6	PLoS One	Pennsylvania State University	National	1973	2200	693	23.9448029	India	-37.428333	59.5833333	College Town	276					52.3		0.06	1.790277778	1	2	1	Fake
Jonathan Stuart	Differential Effects of Collagen Prolyl 3-Hydroxylation on Skeletal Tissues	BioMed Research International Volume 2013, Article ID 210604	10.1155/2013/582526	2012	03-Mar					3	Several cuts, reused blot panel	1					1	Taku Inokuchi	Mahfuzur R. Sarker	20	DDS	human genetics	6.095238095	BioMed Research International	Rutgers Cancer Institute of New Jersey	Private	1784	1612	42559	11.7183333	Mexico	22.3194444	71.0919444	Urban	14	43.3		31.4		63.3			1.790277778	1	2	1	Fake
Gerald Walton Jr.	Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-1 expression via the activation of the MEK/ERK1/2 and PI3K/Akt signaling pathways	PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729Ð5734	10.1111/j.1348-0421.2004.tb03525.x	2007	07-Jul					7	Identical microscopy panels, might be error	1	9/30/2014				1	Daniel C Kraushaar	Anne Wojtusciszyn	5	BS	theoretical physics	6.66	animal sciences	National Academy of Medicine		1925	3501	30614	22.0473815	Spain	-22.284167	2.1	Suburban	376				84	89.4			2.814583333	5	0	4	Fake
Catherine Lawson	Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury	Journal of Autoimmunity 32 (2009) 85Ð93	10.1128/mBio.00275-11	2001	03-Mar					5	duplicated microscopy panels	1	03-07-2017				1	Sou-Ichi Makino	Chiao-Wen Lin	32	DDS	biotechnology	0.3333	life science	Kyung Hee University	Public	1495	1402	46002	9.4	Turkey	-19.509167	96.3436111	Urban	14				98.7	33.4			2.609722222	2	2	2	Fake
Amanda Carroll	Shox2 is a molecular determinant of depot-specific adipocyte function	Infection, and Immunity, Mar. 2005, p. 1754Ð1763 Vol. 73, No. 3	10.1128/IAI.72.3.1223-1229.2004	1996	03-Mar					5	Overlapping microscopy images, multiple cases	1	4/15/2016				1	Emmanuel Dornier	XD Zhang	26	BSc	Philosophy	23	Zeitschrift für Gastroenterologie	University of Tasmania	Public	1956	1612	11874	16.5438876	Czech Republic	45.4608333	59.5833333		81	89.4	27.7			32.1	17.6		2.527777778	5	2	0	Fake
Matthew Young	Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression: Differential expression patterns in pulmonary artery and microvascular endothelial cells	Cancer Cell 23, 784Ð795, June 10, 2013 	10.1371/journal.pone.0069592	2012	06-Jun					5	duplication of whole panel?	1	11/15/2015				1	Dawn E. Watkins-Chow	Michael Hensel	50	MD, PhD	reproductive biology	0.4285	Molecular microbiology	National Cheng Kung University	Graduate	1472	4900	44413	24.5698529	Slovenia	-31.775833	59.5833333	College Town	127	50.4	53.7			35.7			2.2	5	3	4	Fake
Jared Rodriguez	Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy	PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69134, doi:10.1371/journal.pone.0069134	10.1128/IAI.01165-12	2001	IAI					2	two sets of duplicated facs panels but different percentages gated points	1	9/19/2014				1	Michael Waters	David M. GloverR	26	PhD	Neuroscience	4.3076	Autoantibodies	University of Barcelona	Private	1950	1874	27215	5.917961783	Czech Republic	42.3572222	6.794167	College Town	14	28.3	84			43.4	11.8			2	2	1	Fake
Tabitha Wilson	Genetic and epigenetic alterations are involved in the regulation of TPM1 in cholangiocarcinoma	PLOS ONE, May 2013 | Volume 8 | Issue 5 | e63581	10.1016/j.jaut.2007.02.007	2008	07-Jul					2	duplicated western blot panels	1	7/23/2014				1	Apiruck Watthanasurorot	Hugo J. Bellen	29	MD, PhD	theoretical physics	0.2173913	Leveraging Applications of Formal Methods, Verification and Validation	University College London	Public		2700	12597	14.1765306	Mexico	-30.610278	-8.6763889	Suburban	133					32.3	13.6		1.83125	2	2	4	Fake
Matthew James	HIV-1 Tat Protein Increases Microglial Outward K+ Current and Resultant Neurotoxic Activity	PLOS One, January 2013 | Volume 8 | Issue 1 | e53510	10.1371/journal.pone.0098448	2013	04-Apr					3	Duplicated panel, different exposure?	1	5/19/2016				1	Jiale Ma	Lei-Sheng Jiang	35	DDS	Anesthesiology	45.631	Molecular Immunology	University of Sao Paulo	Flagship	1787	2240	26300	9.60629336	Northern Ireland	-25.016111	87.6	Rural	97		29.6			53.1			34 : 66	2	1	1	Fake
Brandon Davis Jr.	Shox2 is a molecular determinant of depot-specific adipocyte function	Breast Cancer Research 2012, 14:R86	10.1128/IAI.68.1.72-79.2000	2012	03-Mar			1		7	multiple cases of shifted blots, duplicated bands within blots	1	11-02-2016				1	Chuan Li	Min Wu	5	BSc	human genetics	6	animal sciences	Kaohsiung Medical University	Private	1838	2548	13380	9.894078947	Canada	41.2558333	-121.42972	Urban	326				49.2	31.4	18.8			5	3	4	Fake
Renee White	14-3-3__ is required to prevent mitotic catastrophe after DNA damage	PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69583, doi: 10.1371/journal.pone.0069583	10.1016/S0169-5002(03)00239-3	2009	02-Feb					4	Reused lanes, possibly duplicated lanes	1	07-07-2014				1	S. Jeyaseelan	Emilia Galdiero	23	DDS	materials physics	1.79	cells	University of Adelaide	Medical	1885	2199	26300	23.2226075	India	23.132	101.503611	College Town	700	21				39.5			2.322916667	1	0	1	Fake
Kyle Mcpherson	Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases	mBio 2(6):  2011	10.1111/j.1348-0421.2010.00241.x	1999	03-Mar					3	Duplicated lanes with blot panel	1	11/15/2015				1	Dana Ben-Ami Shor	Kwok-Yung Yuen	5	BS	Molecular and Cell Biology	1.1666	Gastroenterology	University of Strasbourg	Public	1911	2451	16391	15.90412698	Lebanon	-34.728056	76.6202778	Suburban	14		21.1		98.6	64.4	17.4		2.445833333	2	3	2	Fake
Samantha Chavez	STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer	PLOS One, March 2014 | Volume 9 | Issue 3 | e92305	10.1128/IAI.01008-13	2007						3	duplicated gel panels, exact duplicate	1	12-01-2014				1	Ji-Yong Zhou	Sawsan Ibrahim Kreydiyyeh	35	BSc	Genetics	3.88	molecular genetics	Instiut de biologie moleculaire des plantes	Medical	1875	372	33403	5.47778454	France	-50.081667	-34.801389		701				65.3	42.9			2.077083333	1	3	4	Fake
Christopher Hanson	Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats	PLOS Genetics, March 2013 | Volume 9 | Issue 3 | e1003361, doi:10.1371/journal.pgen.1003361	10.1371/journal.pone.0053940	2001	IAI					5	Overlapping microscopy	1	11-11-2015				1	CHIACHEN CHEN	Emilia Galdiero	5	MD	Bioinformatics	0.1428	International Journal of Molecular Sciences	Virginia Tech	Governmental organization	1889	8733	693	0.71985059	Thailand	-34.021667	-14.503889	Urban	97				65.3	43.1	17.4		1.83125	2	2	1	Fake
Bryan Murphy	Expression of Mina53, a novel c-Myc target gene, is a favorable prognostic marker in early stage lung cancer	Int. J. Cancer: 132, 1940Ð1953 (2013)	10.1016/S0169-5002(01)00212-4	1999	02-Feb					7	Duplicated agarose gel panels	1	11/18/2014				1	Katherine M. Finan	Zhongfu Ni	14	MD	Neuro-Oncology	1.9285	Gastroenterology	Second Military Medical University	Flagship	1962	2547	21088	5.40863742	Chile	-37.739722	1.48888889	Suburban	42			28.2		56.7			2.2	2	2	4	Fake
Mike Carlson	The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production	PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729Ð5734	10.1038/nature12878	2011						7	Duplicated, and shifted GAPDH gel panel	1	02-03-2015				1	Ambrish Kumar	Sadao Kamidono	15	MD	Cytokinetics	10.22	Pharmacological Sciences	Hacettepe University			755	414	8.4801396	India	53.565278	-6.5627778		97	80.8				45.1	2.6	0.26	0.68402778	3	1	4	Fake
